,Title,Published_date,Views,Likes,Favorite,Comments,Month
1628,"Tutorial 12- Python Functions, Positional and Keywords Arguments",2019-10-20,86794,1439,0,32,Oct
1629,My Path From Dot Net Developer To Data Scientist- Motivation,2019-10-19,28641,902,0,124,Oct
1630,Automated Machine Learning In Python (Automl),2019-10-18,21575,671,0,54,Oct
1631,Top 3 Skillset In Data Science That We Should Have,2019-10-17,10365,482,0,37,Oct
1632,How To Go Ahead in Writing Research Papers,2019-10-16,29322,1091,0,65,Oct
1633,How To Apply And Get Internship For Data Science Opportunities,2019-10-11,86983,3642,0,148,Oct
1634,Fast.ai Course and Why We Should Learn It?,2019-10-10,28735,911,0,58,Oct
1635,How Did I Learn Deep Learning in 2.5 months?,2019-10-09,45878,1760,0,88,Oct
1636,Live Q&A- Answering your Questions.,2019-10-08,3874,235,0,38,Oct
1637,Why Data Structures Are Important For Every Programmer?,2019-10-07,47038,2410,0,89,Oct
1638,Why Data Scientist Require Knowledge In Linux OS?,2019-10-05,21251,870,0,70,Oct
1639,Tutorial 3- Deployment of NLP Model in Heroku Cloud,2019-10-05,37286,615,0,62,Oct
1640,Flask Vs Django and When Should You Use What?,2019-10-04,104633,3575,0,103,Oct
1641,Why Are You Not Getting Interview Calls for Data Science?,2019-10-03,23101,1061,0,100,Oct
1642,Live Q&A.,2019-10-02,3657,246,0,30,Oct
1643,"Tutorial 10- Seaborn- Countplot(), Violinplot(), Boxplot()- Part2",2019-10-02,90941,1650,0,62,Oct
1644,"Tutorial 9- Seaborn Tutorial- Distplot, Joinplot, Pairplot  Part 1",2019-10-02,142897,2507,0,125,Oct
1645,Tutorial 8- Matplotlib (Simple Visualization Library),2019-10-02,150778,2313,0,62,Oct
1646,"Tutorial 7- Pandas-Reading JSON,Reading HTML, Read PICKLE, Read EXCEL Files- Part 3",2019-09-30,125931,2150,0,111,Sep
1647,Why and When Should we Perform Feature Normalization?,2019-09-30,25583,924,0,52,Sep
1648,"Tutorial 6- Pandas,Reading CSV files With Various Parameters- Part 2",2019-09-29,191273,3221,0,132,Sep
1649,Best Laptop Configuration For Learning Machine Learning and Deep Learning,2019-09-28,127729,3827,0,408,Sep
1650,How to Prepare For Data Science Interviews,2019-09-27,52749,1767,0,88,Sep
1651,"Tutorial 5- Pandas, Data Frame and Data Series Part-1",2019-09-26,215170,3990,0,131,Sep
1652,How To Become Expertise in Exploratory Data Analysis,2019-09-25,174246,5810,0,147,Sep
1653,Tutorial 4 - Numpy and Inbuilt Functions Tutorial,2019-09-25,293359,4271,0,228,Sep
1654,"Tutorial 3- Python Sets, Dictionaries and Tuples",2019-09-24,213519,3007,0,91,Sep
1655,Tutorial 2 - Python List  and Boolean Variables,2019-09-24,319534,4137,0,125,Sep
1656,Tutorial 1- Anaconda Installation and Python Basics,2019-09-23,462556,5331,0,235,Sep
1657,Selecting YouTube As A Career Option? Is It Worth?,2019-09-19,3235,160,0,31,Sep
1658,How Did I Learn Machine Learning in 3 Months,2019-09-18,339705,12254,0,615,Sep
1659,Detailed Salary Comparison Between Data Analyst and Data Scientist,2019-09-17,35846,777,0,84,Sep
1660,Kaggle Competition- Dengue or Malaria Prediction Using Transfer Learning VGG19,2019-09-17,12334,174,0,25,Sep
1661,Salary Comparison Between Data Scientist vs Software Engineer,2019-09-16,86603,2098,0,182,Sep
1662,Kaggle Competition- Predicting PIMA Diabetes Prediction using Machine Learning,2019-09-16,19093,358,0,38,Sep
1663,Live Q&A Internship Opportunities,2019-09-15,4758,397,0,47,Sep
1664,Kaggle Competition- Implement A DNA Classifier using NLP,2019-09-14,13938,325,0,20,Sep
1665,Kaggle Competition- Predict Stock Price Movement Based On News Headline using NLP,2019-09-14,86143,1718,0,107,Sep
1666,Statistics-Finding Outliers in Dataset using Z- score and IQR,2019-09-13,86633,1928,0,79,Sep
1667,Featuring Engineering- How To Handle Ordinal Categories(Ordinal Encoding),2019-09-13,37659,645,0,43,Sep
1668,Statistics- What is Pearson Correlation Coefficient? Difference between Correlation and Covariance,2019-09-12,250712,5747,0,194,Sep
1669,Featuring Engineering- Handle Categorical Features Many Categories(Count/Frequency Encoding),2019-09-12,85232,1830,0,51,Sep
1670,Skills Required To Become A Data Analyst and a Data Scientist,2019-09-11,19850,714,0,75,Sep
1671,Kaggle Competition- I Used Deep Learning Technique and did the Accuracy Increase? Part 3,2019-09-10,18079,290,0,41,Sep
1672,Kaggle Competition - House Prices Regression Techniques(Hyperparameter Tuning)-Part 2,2019-09-09,52660,833,0,54,Sep
1673,Kaggle Competition - House Prices: Advanced Regression Techniques Part1,2019-09-08,280403,4291,0,316,Sep
1674,Various Roles and Responsibilities in Data Science,2019-09-08,18281,620,0,50,Sep
1675,Live Q&A (Discussion Regarding Upcoming Videos),2019-09-07,2922,196,0,22,Sep
1676,Machine Learning Engineer VS Data Scientist,2019-09-05,39233,1283,0,98,Sep
1677,STATISTICS- Chebyshev's InEquality,2019-09-05,122567,2056,0,67,Sep
1678,STATISTICS- What is Central Limit Theorem?,2019-09-04,205178,3914,0,99,Sep
1679,STATISTICS- Gaussian/ Normal Distribution,2019-09-04,158842,3338,0,78,Sep
1680,STATISTICS- PERCENTILES and QUANTILES,2019-09-03,85891,1938,0,68,Sep
1681,STATISTICS-  Population VS Sample and it's Importance,2019-09-03,82814,2168,0,54,Sep
1682,Guidelines To Prepare Resume For Data Scientist Role,2019-09-02,25844,903,0,61,Sep
1683,STATISTICS- What are Random Variables and It's Types and its Importance?,2019-09-02,85916,2157,0,63,Sep
1684,STATISTICS- Variance and Standard Devation,2019-09-01,233682,4164,0,92,Sep
1685,"STATISTICS- Mean, Median And Mode Explained Easily",2019-09-01,186306,4157,0,138,Sep
1686,Saturday Live Q&A,2019-08-31,3242,193,0,24,Aug
1687,What is AdaBoost (BOOSTING TECHNIQUES),2019-08-31,328318,6026,0,233,Aug
1688,Why Python is the Best Programming Language For Machine Learning?,2019-08-30,154831,3562,0,74,Aug
1689,How To Get Data Science Jobs For Freshers,2019-08-29,156841,5356,0,252,Aug
1690,Online Courses for Data Science Specialization,2019-08-28,271856,8882,0,878,Aug
1691,How To Learn Data Science by Self Study and For Free,2019-08-27,544154,28051,0,1005,Aug
1692,Do We Require Master OR PHD to Become Data Scientist?,2019-08-27,15126,602,0,75,Aug
1693,Answering Your Questions and Some More Updates,2019-08-26,8596,340,0,96,Aug
1694,Tutorial 2- Deployment of ML models in Heroku using FLASK,2019-08-25,176062,3918,0,358,Aug
1695,Tutorial 1- Deployment of Models- Premises VS IAAS vs PAAS cloud Platforms,2019-08-25,141490,2068,0,63,Aug
1696,How To Apply Data Science In Your Domain?,2019-08-24,5602,216,0,30,Aug
1697,Tutorial 43-Random Forest Classifier and Regressor,2019-08-24,391251,13517,0,437,Aug
1698,Important Tools and Libraries Used By Data Scientist,2019-08-23,31995,988,0,56,Aug
1699,Tutorial 42 - Ensemble: What is Bagging (Bootstrap Aggregation)?,2019-08-23,322142,8256,0,202,Aug
1700,How To Learn Data Science Smartly?,2019-08-22,1645385,52296,0,1287,Aug
1701,Tutorial 22- Padding in Convolutional Neural Network,2019-08-21,146248,3272,0,67,Aug
1702,The Role of Maths in Data Science and How to Learn?,2019-08-21,105159,4054,0,186,Aug
1703,Tutorial 21- What is Convolution operation in CNN?,2019-08-20,258694,4887,0,100,Aug
1704,Tutorial 20- Convolution Neural Network vs Human Brain,2019-08-20,76993,1635,0,21,Aug
1705,How To Handle Missing Values in Categorical Features,2019-08-20,114286,2714,0,117,Aug
1706,Cosine Similarity and Cosine Distance,2019-08-19,108938,3081,0,138,Aug
1707,Euclidean Distance and Manhattan Distance,2019-08-19,264996,8686,0,324,Aug
1708,Why Do I Teach? Motivations,2019-08-17,5231,307,0,50,Aug
1709,Data Engineer vs Data Analyst vs Data Scientist,2019-08-17,176493,5568,0,186,Aug
1710,What Do A Data Scientist Do?,2019-08-16,30960,1092,0,57,Aug
1711,Why Do We Need to Perform Feature Scaling?,2019-08-15,131797,3518,0,137,Aug
1712,Different Types of Feature Engineering Encoding Techniques,2019-08-15,187532,4845,0,685,Aug
1713,How to Crack Data Science Interviews- Motivations,2019-08-14,75327,2322,0,99,Aug
1714,What should be your Salary Expectation as a Data Scientist?,2019-08-13,99864,1700,0,228,Aug
1715,Step By Step Transition Towards Data Science,2019-08-12,140450,4712,0,235,Aug
1716,Tutorial 37: Entropy In Decision Tree Intuition,2019-08-11,277338,4193,0,118,Aug
1717,Feature Engineering-How to Perform One Hot Encoding for Multi Categorical Variables,2019-08-10,261575,3287,0,172,Aug
1718,Complete Life Cycle of a Data Science Project,2019-08-10,54661,1575,0,71,Aug
1719,My Path on Becoming a Data Scientist- Motivation,2019-08-09,158182,4387,0,456,Aug
1720,Train Test Split vs K Fold vs Stratified K fold Cross Validation,2019-08-08,63538,1136,0,57,Aug
1721,What is Cross Validation and its types?,2019-08-08,226024,5416,0,172,Aug
1722,Tutorial 19- Training Artificial Neural Network using Google Colab GPU,2019-08-07,75799,1311,0,59,Aug
1723,Tutorial 18- Hyper parameter Tuning To Decide Number of Hidden Layers in Neural Network,2019-08-06,79150,1335,0,113,Aug
1724,Tutorial 17- Create Artificial Neural Network using Weight Initialization Tricks,2019-08-05,113184,2071,0,147,Aug
1725,Tutorial 5- Content Based Recommendation System,2019-08-04,74810,1017,0,49,Aug
1726,Tutorial 4- Book Recommendation using Collaborative Filtering,2019-08-03,42327,571,0,32,Aug
1727,Tutorial 16- AdaDelta and RMSprop optimizer,2019-08-02,70665,1574,0,63,Aug
1728,Tutorial 3- Book Recommendation System using Pearson Correlation,2019-08-02,32473,542,0,23,Aug
1729,Tutorial 2-  Creating Recommendation Systems using Nearest Neighbors,2019-08-01,74527,1119,0,76,Aug
1730,Tutorial 1- Weighted hybrid technique for Recommender system,2019-07-31,131510,1554,0,53,Jul
1731,Tutorial 15- Adagrad Optimizers in Neural Network,2019-07-31,94375,2376,0,105,Jul
1732,Tutorial 14- Stochastic Gradient Descent with Momentum,2019-07-30,113553,2579,0,113,Jul
1733,Tutorial 13- Global Minima and Local Minima in Depth Understanding,2019-07-29,97187,2056,0,49,Jul
1734,Tutorial 12- Stochastic Gradient Descent vs Gradient Descent,2019-07-28,209940,4279,0,96,Jul
1735,Python Application to Track Amazon Product Prices,2019-07-27,7265,155,0,20,Jul
1736,Recommendation Systems using Machine Learning,2019-07-26,123777,2077,0,42,Jul
1737,Tutorial 11- Various Weight Initialization Techniques in Neural Network,2019-07-26,124408,2646,0,81,Jul
1738,Tutorial 10- Activation Functions Rectified Linear Unit(relu) and Leaky Relu Part 2,2019-07-25,144278,2151,0,107,Jul
1739,Tutorial 9- Drop Out Layers in Multi Neural Network,2019-07-24,167037,3992,0,164,Jul
1740,Tutorial 8- Exploding Gradient Problem in Neural Network,2019-07-23,128143,3120,0,174,Jul
1741,Tutorial 7- Vanishing Gradient Problem,2019-07-22,197309,4219,0,195,Jul
1742,Tutorial 6-Chain Rule of Differentiation with BackPropagation,2019-07-19,180737,4067,0,240,Jul
1743,Tutorial 5- How to train MultiLayer Neural Network and Gradient Descent,2019-07-18,203485,4823,0,246,Jul
1744,Tutorial 4: How to train Neural Network with BackPropogation,2019-07-18,221065,4874,0,213,Jul
1745,Tutorial 3-Activation Functions Part-1,2019-07-17,205903,3686,0,115,Jul
1746,Tutorial 2- How does Neural Network Work,2019-07-17,196612,2876,0,77,Jul
1747,Tutorial 1- Introduction to Neural Network and Deep Learning,2019-07-17,369648,5321,0,129,Jul
1748,Malaria Disease Detection using Deep Learning,2019-07-15,23085,356,0,26,Jul
1749,How to Read Dataset in Google Colab from Google Drive,2019-07-14,256747,3147,0,141,Jul
1750,Finding an outlier in a dataset using Python,2019-07-13,185392,3223,0,119,Jul
1751,Diabetes Prediction using Machine Learning from Kaggle,2019-07-12,108190,1805,0,85,Jul
1752,How to choose number of hidden layers and nodes in Neural Network,2019-07-11,95909,1431,0,83,Jul
1753,"Why, How and When to Scale Features in Machine Learning?",2019-07-10,28087,722,0,34,Jul
1754,Credit card Risk Assessment using Machine Learning,2019-07-09,25567,436,0,26,Jul
1755,DNA Sequencing Classifier using  Machine Learning,2019-06-28,34012,695,0,34,Jun
1756,Tutorial 46-Handling imbalanced Dataset using python- Part 2,2019-06-27,70363,1559,0,95,Jun
1757,Tutorial 45-Handling imbalanced Dataset  using python- Part 1,2019-06-27,129415,2024,0,98,Jun
1758,Hyperparameter Optimization for Xgboost,2019-06-26,114936,2134,0,106,Jun
1759,Credit Card Fraud Detection using Machine Learning from Kaggle,2019-06-25,199861,2894,0,129,Jun
1760,Voting Classifier(Hard Voting and Soft Voting Classifier),2019-06-25,30437,564,0,24,Jun
1761,Random Forest(Bootstrap Aggregation) Easily Explained,2019-06-24,29629,539,0,29,Jun
1762,Stock Sentiment Analysis using News Headlines,2019-06-23,27492,504,0,37,Jun
1763,Predicting Lungs Disease using Deep Learning,2019-06-22,55065,1064,0,57,Jun
1764,Predicting Heart Disease using Machine Learning,2019-06-21,164637,2525,0,77,Jun
1765,K Nearest Neighbour Easily Explained with Implementation,2019-06-18,240060,3982,0,94,Jun
1766,How to Visualize Multiple Linear Regression in python,2019-06-18,33994,329,0,19,Jun
1767,Deployment of Deep Learning Model using Flask,2019-06-17,89877,1419,0,100,Jun
1768,Deploy Machine Learning Model using Flask,2019-06-16,276548,4483,0,193,Jun
1769,Handling Missing Data Easily Explained| Machine Learning,2019-06-15,176456,3137,0,77,Jun
1770,Cross Validation using sklearn and python | Machine Learning,2019-06-13,12501,259,0,11,Jun
1771,Tutorial 29-R square and Adjusted R square Clearly Explained| Machine Learning,2019-06-12,150734,2907,0,142,Jun
1772,Feature Selection Techniques Easily Explained | Machine Learning,2019-06-11,212745,4443,0,209,Jun
1773,Curse of Dimensionality Easily explained| Machine Learning,2019-06-10,58433,1218,0,35,Jun
1774,DBSCAN Clustering Easily Explained with Implementation,2019-06-05,138858,2683,0,79,Jun
1775,Machine Learning Algorithm- Which one to choose for your Problem?,2019-05-30,207794,6575,0,248,May
1776,Handle Categorical features using Python,2019-05-24,33061,663,0,45,May
1777,Linear Regression Mathematical Intuition,2019-05-01,21576,362,0,23,May
1778,How to switch your career to Data Science.,2019-04-12,21278,484,0,50,Apr
1779,Setting up Raspberry pi 3 B+,2019-04-05,36394,346,0,7,Apr
1780,Deep Learning in Medical Science,2019-04-04,75403,452,0,25,Apr
1781,How we can apply Machine Learning in Finance,2019-04-03,15923,299,0,12,Apr
1782,Complete Life Cycle of a Data Science Project,2019-03-27,70627,1119,0,28,Mar
1783,Draw rectangle from webcam and sketch process it on a live feed,2019-03-03,10938,141,0,9,Mar
1784,Unlock Your Application With Your Face using OpenCV,2019-02-26,17566,375,0,37,Feb
1785,Gender Classifier and Age Estimator using Resnet Convolution Neural Network,2019-02-25,39260,539,0,67,Feb
1786,Implement Transfer Learning with a generic Code Template,2019-02-21,6560,119,0,16,Feb
1787,Hierarchical Clustering intuition,2019-02-14,65078,1263,0,15,Feb
1788,Create custom Alexa Skill- Lambda function- Part2,2019-02-14,3785,33,0,4,Feb
1789,Create custom Alexa Skill- Intent Interface- Part1,2019-02-14,10488,89,0,12,Feb
1790,K Means Clustering Intuition,2019-02-13,146035,2554,0,82,Feb
1791,K Nearest Neighbor classification with Intuition and practical solution,2019-02-12,151613,2994,0,92,Feb
1792,RandomizedSearchCV- Select the best hyperparameter for any Classification Model,2019-02-09,32013,574,0,37,Feb
1793,GridSearchCV- Select the best hyperparameter for any Classification Model,2019-02-08,84364,1851,0,134,Feb
1794,Artificial Neural Network for Customer's Exit Prediction from Bank,2019-02-06,18007,300,0,44,Feb
1795,"Precision, Recall and F1-Score",2019-02-05,89622,1264,0,55,Feb
1796,"TPR,FPR,FNR,TNR, Confusion Matrix",2019-02-04,72623,1454,0,82,Feb
1797,Movie Recommender System using Python,2019-02-02,179709,3393,0,145,Feb
1798,Dimensional Reduction| Principal Component Analysis,2019-02-02,159553,3059,0,133,Feb
1799,Multiple Linear Regression using python and sklearn,2019-01-31,147848,3038,0,134,Jan
1800,OpenPose Tutorial with Tensorflow,2019-01-23,21641,156,0,12,Jan
1801,Using OpenFace for Face recognition in Keras,2019-01-22,8908,48,0,16,Jan
1802,"Reading, Writing and Displaying images with Opencv| OpenCV Tutorial",2019-01-19,21091,290,0,34,Jan
1803,OpenCV Installation | OpenCV tutorial,2019-01-19,47100,413,0,8,Jan
1804,Face and Eye Detection from Images using HAAR Cascade Classifier,2019-01-19,24644,319,0,31,Jan
1805,Car Detection using HAAR Cascade and Opencv from Videos.,2019-01-19,14135,177,0,12,Jan
1806,Pedestrian Detection using OpenCV from Videos,2019-01-19,14074,214,0,5,Jan
1807,Face and Eye Detection from Videos using HAAR Cascade Classifier,2019-01-19,28772,444,0,27,Jan
1808,Face Recognition using open CV and VGG 16 Transfer Learning,2019-01-18,32532,453,0,49,Jan
1809,Tutorial 11-Exploratory Data Analysis(EDA) of Titanic dataset,2019-01-17,310275,5964,0,281,Jan
1810,Implementing a Spam classifier in python| Natural Language Processing,2019-01-14,112271,2305,0,168,Jan
1811,Tutorial 44-Balanced vs Imbalanced Dataset and how to handle Imbalanced Dataset,2019-01-11,42091,936,0,61,Jan
1812,"Confusion matrix, Precision, Recall| Data Science Interview questions",2019-01-10,29154,632,0,42,Jan
1813,"CBSE to introduce artificial intelligence courses in classes 8, 9, 10",2019-01-06,1484,14,0,2,Jan
1814,Covariance in Statistics,2019-01-05,134623,2866,0,70,Jan
1815,Log Normal Distribution in Statistics,2019-01-05,138715,2063,0,90,Jan
1816,Natural Language Processing|TF-IDF for Machine Learning| Text Prerocessing,2019-01-04,90936,2003,0,84,Jan
1817,Gaussian distribution or Normal Distribution in statisctics,2019-01-03,116238,2264,0,65,Jan
1818,Natural Language Processing|BagofWords,2019-01-03,98696,2037,0,90,Jan
1819,Natural Language Processing|Lemmatization,2019-01-02,81560,1200,0,45,Jan
1820,Natural Language Processing|Stemming,2019-01-01,100866,1680,0,55,Jan
1821,Natural Language Processing|Tokenization,2019-01-01,190136,2919,0,70,Jan
1822,Population vs Sample in Statistics,2018-12-31,192201,2136,0,78,Dec
1823,How to select the best model using cross validation in python,2018-09-04,67568,1568,0,79,Sep
1824,Computer Vision using Microsoft Cognitive Services for Images,2018-07-25,18906,206,0,9,Jul
1825,Principle Component Analysis (PCA) using sklearn and python,2018-07-02,213416,3661,0,158,Jul
1826,PySpark Tutorial for Beginners | Apache Spark with Python -Linear Regression Algorithm,2018-06-06,41374,632,0,42,Jun
